"Header","Function","Gauche","Implement","Test","Status","Note"
"hpdf_objects.h","HPDF_Real_Write",,"No","No","NG",
"hpdf_objects.h","HPDF_String_Free",,"No","No","NG",
"hpdf_objects.h","HPDF_String_New",,"No","No","NG",
"hpdf_objects.h","HPDF_String_SetValue",,"No","No","NG",
"hpdf_objects.h","HPDF_String_Write",,"No","No","NG",
"hpdf_objects.h","HPDF_Xref_Add",,"No","No","NG",
"hpdf_objects.h","HPDF_Xref_Free",,"No","No","NG",
"hpdf_objects.h","HPDF_Xref_GetEntry",,"No","No","NG",
"hpdf_objects.h","HPDF_Xref_GetEntryByObjectId",,"No","No","NG",
"hpdf_objects.h","HPDF_Xref_New",,"No","No","NG",
"hpdf_objects.h","HPDF_Xref_WriteToStream",,"No","No","NG",
"hpdf_outline.h","HPDF_OutlineRoot_New",,"No","No","NG",
"hpdf_outline.h","HPDF_Outline_GetFirst",,"No","No","NG",
"hpdf_outline.h","HPDF_Outline_GetLast",,"No","No","NG",
"hpdf_outline.h","HPDF_Outline_GetNext",,"No","No","NG",
"hpdf_outline.h","HPDF_Outline_GetOpened",,"No","No","NG",
"hpdf_outline.h","HPDF_Outline_GetParent",,"No","No","NG",
"hpdf_outline.h","HPDF_Outline_GetPrev(HPDF_Outline",,"No","No","NG",
"hpdf_outline.h","HPDF_Outline_New",,"No","No","NG",
"hpdf_outline.h","HPDF_Outline_Validate",,"No","No","NG",
"hpdf_page_label.h","HPDF_PageLabel_New",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_CheckState",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_GetExtGStateName",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_GetInheritableItem",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_GetLocalFontName",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_GetMediaBox",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_GetXObjectName",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_InsertBefore",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_New",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_SetBoxValue",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_SetFilter",,"No","No","NG",
"hpdf_pages.h","HPDF_Page_Validate",,"No","No","NG",
"hpdf_pages.h","HPDF_Pages_AddKids",,"No","No","NG",
"hpdf_pages.h","HPDF_Pages_New",,"No","No","NG",
"hpdf_pages.h","HPDF_Pages_Validate",,"No","No","NG",
"hpdf_streams.h","HPDF_CallbackReader_New",,"No","No","NG",
"hpdf_streams.h","HPDF_CallbackWriter_New",,"No","No","NG",
"hpdf_streams.h","HPDF_FileReader_New",,"No","No","NG",
"hpdf_streams.h","HPDF_FileWriter_New",,"No","No","NG",
"hpdf_streams.h","HPDF_MemStream_FreeData",,"No","No","NG",
"hpdf_streams.h","HPDF_MemStream_GetBufCount",,"No","No","NG",
"hpdf_streams.h","HPDF_MemStream_GetBufPtr",,"No","No","NG",
"hpdf_streams.h","HPDF_MemStream_GetBufSize",,"No","No","NG",
"hpdf_streams.h","HPDF_MemStream_New",,"No","No","NG",
"hpdf_streams.h","HPDF_MemStream_Rewrite",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_EOF",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_Flush",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_Free",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_Read",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_ReadLn",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_Seek",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_Size",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_Tell",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_Validate",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_Write",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteBinary",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteChar",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteEscapeName",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteEscapeText",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteEscapeText2",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteInt",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteReal",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteStr",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteToStream",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteUChar",,"No","No","NG",
"hpdf_streams.h","HPDF_Stream_WriteUInt",,"No","No","NG",
"hpdf_utils.h","HPDF_AToF",,"No","No","NG",
"hpdf_utils.h","HPDF_AToI",,"No","No","NG",
"hpdf_utils.h","HPDF_FToA",,"No","No","NG",
"hpdf_utils.h","HPDF_IToA",,"No","No","NG",
"hpdf_utils.h","HPDF_IToA2",,"No","No","NG",
"hpdf_utils.h","HPDF_MemCmp",,"No","No","NG",
"hpdf_utils.h","HPDF_MemCpy",,"No","No","NG",
"hpdf_utils.h","HPDF_MemSet",,"No","No","NG",
"hpdf_utils.h","HPDF_StrCmp",,"No","No","NG",
"hpdf_utils.h","HPDF_StrCpy",,"No","No","NG",
"hpdf_utils.h","HPDF_StrLen",,"No","No","NG",
"hpdf_utils.h","HPDF_StrStr",,"No","No","NG",
"hpdf_utils.h","HPDF_ToBox",,"No","No","NG",
"hpdf_utils.h","HPDF_ToPoint",,"No","No","NG",
"hpdf_utils.h","HPDF_ToRect",,"No","No","NG",
"hpdf_utils.h","HPDF_UInt16Swap",,"No","No","NG",
